run_id,run_attempt,attempt_at,workflow,event,conclusion,branch,commit_label,billed_min,carried_min,fast_path,is_full_green,build_steps,dup_build_sec,p3_billed_min,bucket,bucket_reason,p1_baseline
32323898396,1,2026-08-20T02:13:59Z,CI,pull_request,cancelled,flywheel-FLY-1850,docs,4,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32324054730,1,2026-08-20T02:16:42Z,CI,pull_request,success,flywheel-FLY-1850,docs,6,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32324330877,1,2026-08-20T02:21:24Z,CI,pull_request,cancelled,flywheel-FLY-1850,docs,3,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32324430798,1,2026-08-20T02:23:14Z,CI,pull_request,cancelled,flywheel-FLY-1850,docs,3,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32324497543,1,2026-08-20T02:24:28Z,CI,pull_request,cancelled,flywheel-FLY-1850,docs,4,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32324646397,1,2026-08-20T02:27:16Z,CI,pull_request,cancelled,flywheel-FLY-1850,docs,4,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32324787343,1,2026-08-20T02:29:22Z,CI,pull_request,cancelled,flywheel-FLY-1850,docs,3,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32324805576,1,2026-08-20T02:29:23Z,CI,pull_request,cancelled,flywheel-FLY-1911,other,19,0,false,false,8,501,8,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32324894815,1,2026-08-20T02:31:02Z,CI,pull_request,success,flywheel-FLY-1850,docs,6,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32324929027,1,2026-08-20T02:31:36Z,CI,pull_request,cancelled,flywheel-FLY-1911,docs,19,0,false,false,8,462,7,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32324991840,1,2026-08-20T02:32:20Z,Ship on :cool: Comment,issue_comment,success,main,other,1,0,false,false,0,0,0,non_ci,not the CI workflow; classifier levers do not apply,
32325009513,1,2026-08-20T02:32:39Z,CI,push,success,main,code,60,0,false,false,8,460,9,4_must_run_full,event=push is not a pull_request; P0/P1 are PR-scoped and research section 8 keeps main push CI full,
32325010313,1,2026-08-20T02:32:39Z,Ship on :cool: Comment,issue_comment,skipped,main,code,0,0,false,false,0,0,0,non_ci,not the CI workflow; classifier levers do not apply,
32325058161,1,2026-08-20T02:33:48Z,CI,pull_request,failure,flywheel-FLY-1911,docs,59,0,false,false,8,502,7,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32325118616,1,2026-08-20T02:34:31Z,CI,pull_request,success,flywheel-FLY-1850,docs,6,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32325405609,1,2026-08-20T02:39:25Z,CI,pull_request,success,flywheel-FLY-1850,docs,6,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32317772748,2,2026-08-20T02:40:03Z,CI,pull_request,success,flywheel-FLY-1905,docs,8,50,false,true,1,0,0,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32325663432,1,2026-08-20T02:43:40Z,CI,pull_request,cancelled,flywheel-FLY-1850,docs,3,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32325705944,1,2026-08-20T02:44:23Z,CI,pull_request,cancelled,flywheel-FLY-1851,docs,2,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32325735906,1,2026-08-20T02:45:10Z,CI,pull_request,cancelled,flywheel-FLY-1851,chore_progress,4,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32325750847,1,2026-08-20T02:45:24Z,CI,pull_request,success,flywheel-FLY-1850,docs,5,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32325907255,1,2026-08-20T02:47:59Z,CI,pull_request,success,flywheel-FLY-1851,docs,5,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32326132865,1,2026-08-20T02:51:34Z,CI,pull_request,cancelled,flywheel-FLY-1850,docs,4,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32326148199,1,2026-08-20T02:51:49Z,CI,pull_request,success,flywheel-FLY-1851,docs,5,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32326311900,1,2026-08-20T02:54:34Z,CI,pull_request,cancelled,flywheel-FLY-1850,docs,4,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32326420690,1,2026-08-20T02:56:39Z,CI,pull_request,cancelled,flywheel-FLY-1850,docs,4,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32326571855,1,2026-08-20T02:59:05Z,CI,pull_request,success,flywheel-FLY-1850,docs,6,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32326707686,1,2026-08-20T03:01:05Z,CI,pull_request,cancelled,flywheel-FLY-1911,other,61,0,false,false,8,522,10,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32326718733,1,2026-08-20T03:01:16Z,CI,pull_request,success,flywheel-FLY-1814,code,62,0,false,true,8,534,9,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32327388087,1,2026-08-20T03:12:29Z,CI,pull_request,cancelled,flywheel-FLY-1911,other,33,0,false,false,8,516,7,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32327579847,1,2026-08-20T03:15:28Z,CI,pull_request,success,flywheel-FLY-1850,docs,5,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32327605897,1,2026-08-20T03:16:14Z,CI,pull_request,failure,flywheel-FLY-1911,other,58,0,false,false,8,509,8,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32327755453,1,2026-08-20T03:18:28Z,CI,pull_request,success,flywheel-FLY-1905,docs,58,0,false,true,8,478,9,3_P1_upper,UPPER BOUND: branch already had a qualifying full-green attempt AND head commit is doc/progress labelled; incremental-diff inertness and unchanged base SHA / ci.yml are NOT verified here,32317772748#2
32327964570,1,2026-08-20T03:22:01Z,CI,pull_request,success,flywheel-FLY-1851,docs,5,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32328032203,1,2026-08-20T03:23:07Z,CI,pull_request,success,flywheel-FLY-1850,docs,6,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32328366259,1,2026-08-20T03:28:45Z,CI,pull_request,cancelled,flywheel-FLY-1850,docs,2,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32328411646,1,2026-08-20T03:29:47Z,CI,pull_request,cancelled,flywheel-FLY-1850,docs,4,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32328443700,1,2026-08-20T03:30:02Z,CI,pull_request,success,flywheel-FLY-1814,chore_progress,62,0,false,true,8,504,10,3_P1_upper,UPPER BOUND: branch already had a qualifying full-green attempt AND head commit is doc/progress labelled; incremental-diff inertness and unchanged base SHA / ci.yml are NOT verified here,32326718733#1
32328587267,1,2026-08-20T03:32:37Z,CI,pull_request,success,flywheel-FLY-1850,docs,5,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32328983645,1,2026-08-20T03:38:59Z,CI,pull_request,success,flywheel-FLY-1894,code,61,0,false,true,8,517,11,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32328985788,1,2026-08-20T03:39:00Z,Ship on :cool: Comment,issue_comment,skipped,main,code,0,0,false,false,0,0,0,non_ci,not the CI workflow; classifier levers do not apply,
32329692455,1,2026-08-20T03:50:48Z,CI,pull_request,cancelled,flywheel-FLY-1887,docs,38,0,false,false,7,457,8,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32329706042,1,2026-08-20T03:51:02Z,Ship on :cool: Comment,issue_comment,success,main,code,1,0,false,false,0,0,0,non_ci,not the CI workflow; classifier levers do not apply,
32329722649,1,2026-08-20T03:51:20Z,CI,push,success,main,code,56,0,false,false,8,475,9,4_must_run_full,event=push is not a pull_request; P0/P1 are PR-scoped and research section 8 keeps main push CI full,
32329724323,1,2026-08-20T03:51:21Z,Ship on :cool: Comment,issue_comment,skipped,main,code,0,0,false,false,0,0,0,non_ci,not the CI workflow; classifier levers do not apply,
32329994873,1,2026-08-20T03:56:08Z,CI,pull_request,cancelled,flywheel-FLY-1887,docs,50,0,false,false,8,493,8,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32330518690,1,2026-08-20T04:04:40Z,CI,pull_request,failure,flywheel-FLY-1887,docs,54,0,false,false,8,474,8,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32331212064,1,2026-08-20T04:15:28Z,CI,pull_request,success,flywheel-FLY-1851,docs,6,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32331233659,1,2026-08-20T04:15:47Z,CI,pull_request,success,flywheel-FLY-1887,docs,59,0,false,true,8,501,10,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32331572761,1,2026-08-20T04:21:11Z,CI,pull_request,failure,flywheel-FLY-1814,docs,59,0,false,false,8,523,10,3_P1_upper,UPPER BOUND: branch already had a qualifying full-green attempt AND head commit is doc/progress labelled; incremental-diff inertness and unchanged base SHA / ci.yml are NOT verified here,32328443700#1
32331653650,1,2026-08-20T04:22:32Z,CI,pull_request,success,flywheel-FLY-1851,docs,6,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32331572761,2,2026-08-20T05:14:38Z,CI,pull_request,success,flywheel-FLY-1814,docs,12,50,false,true,1,0,0,3_P1_upper,UPPER BOUND: branch already had a qualifying full-green attempt AND head commit is doc/progress labelled; incremental-diff inertness and unchanged base SHA / ci.yml are NOT verified here,32328443700#1
32335163321,1,2026-08-20T05:19:27Z,CI,pull_request,success,flywheel-FLY-1850,docs,5,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32335172722,1,2026-08-20T05:19:38Z,CI,pull_request,cancelled,flywheel-FLY-1851,docs,4,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32335187800,1,2026-08-20T05:19:53Z,CI,pull_request,failure,flywheel-FLY-1911,docs,62,0,false,false,8,554,10,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32335318770,1,2026-08-20T05:22:16Z,CI,pull_request,success,flywheel-FLY-1851,docs,5,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32335587588,1,2026-08-20T05:26:19Z,CI,pull_request,success,flywheel-FLY-1850,docs,6,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32336322226,1,2026-08-20T05:37:49Z,CI,pull_request,success,flywheel-FLY-1921,docs,58,0,false,true,8,503,9,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32336325307,1,2026-08-20T05:37:55Z,Ship on :cool: Comment,issue_comment,skipped,main,code,0,0,false,false,0,0,0,non_ci,not the CI workflow; classifier levers do not apply,
32336748607,1,2026-08-20T05:44:29Z,CI,pull_request,cancelled,flywheel-FLY-1851,docs,3,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32336762874,1,2026-08-20T05:44:42Z,CI,pull_request,success,flywheel-FLY-1814,docs,61,0,false,true,8,505,10,3_P1_upper,UPPER BOUND: branch already had a qualifying full-green attempt AND head commit is doc/progress labelled; incremental-diff inertness and unchanged base SHA / ci.yml are NOT verified here,32331572761#2
32336766442,1,2026-08-20T05:44:45Z,CI,pull_request,success,flywheel-FLY-1850,docs,5,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32336849054,1,2026-08-20T05:46:17Z,CI,pull_request,cancelled,flywheel-FLY-1851,docs,3,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32336928420,1,2026-08-20T05:47:29Z,CI,pull_request,success,flywheel-FLY-1851,chore_progress,5,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32337284404,1,2026-08-20T05:52:38Z,CI,pull_request,success,flywheel-FLY-1850,docs,5,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32337387613,1,2026-08-20T05:54:14Z,CI,pull_request,failure,flywheel-FLY-1911,other,57,0,false,false,8,505,7,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32337867051,1,2026-08-20T06:01:23Z,CI,pull_request,failure,flywheel-FLY-1850,docs,3,0,false,false,0,0,0,4_must_run_full,files are already inside the CURRENT allowlist; P0 would change nothing for this PR,
32338013683,1,2026-08-20T06:03:34Z,CI,pull_request,failure,flywheel-FLY-1850,docs,3,0,false,false,0,0,0,4_must_run_full,files are already inside the CURRENT allowlist; P0 would change nothing for this PR,
32338094265,1,2026-08-20T06:04:46Z,Ship on :cool: Comment,issue_comment,failure,main,code,1,0,false,false,0,0,0,non_ci,not the CI workflow; classifier levers do not apply,
32338235098,1,2026-08-20T06:06:47Z,CI,pull_request,failure,flywheel-FLY-1911,docs,3,0,false,false,0,0,0,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32338348668,1,2026-08-20T06:08:31Z,CI,pull_request,failure,flywheel-FLY-1911,other,3,0,false,false,0,0,0,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32338672824,1,2026-08-20T06:13:14Z,Payload Beta Release,schedule,failure,main,code,1,0,false,false,0,0,0,non_ci,not the CI workflow; classifier levers do not apply,
32338852603,1,2026-08-20T06:15:47Z,CI,pull_request,failure,flywheel-FLY-1894,docs,3,0,false,false,0,0,0,3_P1_upper,UPPER BOUND: branch already had a qualifying full-green attempt AND head commit is doc/progress labelled; incremental-diff inertness and unchanged base SHA / ci.yml are NOT verified here,32328983645#1
32338847379,1,2026-08-20T06:15:51Z,Ship on :cool: Comment,issue_comment,skipped,main,code,0,0,false,false,0,0,0,non_ci,not the CI workflow; classifier levers do not apply,
32340146038,1,2026-08-20T06:34:16Z,CI,pull_request,failure,flywheel-FLY-1894,code,3,0,false,false,0,0,0,4_must_run_full,not a P0 case; head commit is not doc/progress labelled,
32340987920,1,2026-08-20T06:46:13Z,CI,pull_request,failure,flywheel-FLY-1894,code,3,0,false,false,0,0,0,4_must_run_full,not a P0 case; head commit is not doc/progress labelled,
32341145968,1,2026-08-20T06:48:29Z,CI,pull_request,failure,flywheel-FLY-1911,code,3,0,false,false,0,0,0,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32341377994,1,2026-08-20T06:51:42Z,CI,pull_request,failure,flywheel-FLY-1851,docs,3,0,false,false,0,0,0,4_must_run_full,files are already inside the CURRENT allowlist; P0 would change nothing for this PR,
32341743357,1,2026-08-20T06:56:40Z,CI,pull_request,failure,flywheel-FLY-1851,docs,3,0,false,false,0,0,0,4_must_run_full,files are already inside the CURRENT allowlist; P0 would change nothing for this PR,
32341897571,1,2026-08-20T06:58:48Z,CI,pull_request,failure,flywheel-FLY-1894,code,3,0,false,false,0,0,0,4_must_run_full,not a P0 case; head commit is not doc/progress labelled,
32341906159,1,2026-08-20T06:58:55Z,CI,pull_request,failure,flywheel-FLY-1851,docs,3,0,false,false,0,0,0,4_must_run_full,files are already inside the CURRENT allowlist; P0 would change nothing for this PR,
32342180001,1,2026-08-20T07:02:29Z,CI,pull_request,failure,flywheel-FLY-1851,docs,3,0,false,false,0,0,0,4_must_run_full,files are already inside the CURRENT allowlist; P0 would change nothing for this PR,
32343037057,1,2026-08-20T07:13:48Z,CI,pull_request,success,flywheel-FLY-1859,chore_progress,57,0,false,true,8,480,8,3_P1_upper,UPPER BOUND: branch already had a qualifying full-green attempt AND head commit is doc/progress labelled; incremental-diff inertness and unchanged base SHA / ci.yml are NOT verified here,32316974299#1
32343200401,1,2026-08-20T07:15:52Z,CI,pull_request,cancelled,flywheel-FLY-1851,docs,3,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32343258239,1,2026-08-20T07:16:57Z,CI,pull_request,cancelled,flywheel-FLY-1851,docs,5,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32343514344,1,2026-08-20T07:20:07Z,CI,pull_request,success,flywheel-FLY-1851,docs,6,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32343538067,1,2026-08-20T07:20:20Z,CI,pull_request,success,flywheel-FLY-1850,docs,5,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32343707639,1,2026-08-20T07:22:31Z,CI,pull_request,success,flywheel-FLY-1894,code,61,0,false,true,8,521,10,4_must_run_full,not a P0 case; head commit is not doc/progress labelled,
32343963265,1,2026-08-20T07:25:49Z,CI,pull_request,success,flywheel-FLY-1851,docs,5,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32344006886,1,2026-08-20T07:26:23Z,CI,pull_request,success,flywheel-FLY-1850,docs,5,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32344720483,1,2026-08-20T07:35:37Z,CI,pull_request,success,flywheel-FLY-1894,code,57,0,false,true,8,474,8,4_must_run_full,not a P0 case; head commit is not doc/progress labelled,
32344748308,1,2026-08-20T07:35:59Z,CI,pull_request,success,flywheel-FLY-1850,docs,6,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32344830701,1,2026-08-20T07:37:06Z,CI,pull_request,success,flywheel-FLY-1851,docs,6,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32344979445,1,2026-08-20T07:39:05Z,CI,pull_request,success,flywheel-FLY-1855,chore_progress,58,0,false,true,8,477,11,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32338094265,2,2026-08-20T07:44:34Z,Ship on :cool: Comment,issue_comment,success,main,code,1,0,false,false,0,0,0,non_ci,not the CI workflow; classifier levers do not apply,
32345436989,1,2026-08-20T07:44:55Z,CI,push,success,main,code,62,0,false,false,8,486,9,4_must_run_full,event=push is not a pull_request; P0/P1 are PR-scoped and research section 8 keeps main push CI full,
32345439474,1,2026-08-20T07:44:55Z,Ship on :cool: Comment,issue_comment,skipped,main,code,0,0,false,false,0,0,0,non_ci,not the CI workflow; classifier levers do not apply,
32346407967,1,2026-08-20T07:57:09Z,CI,pull_request,success,flywheel-FLY-1851,docs,6,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32348266249,1,2026-08-20T08:19:49Z,CI,pull_request,success,flywheel-FLY-1914,docs,63,0,false,true,8,473,11,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32348269947,1,2026-08-20T08:19:50Z,Ship on :cool: Comment,issue_comment,skipped,main,code,0,0,false,false,0,0,0,non_ci,not the CI workflow; classifier levers do not apply,
32349272268,1,2026-08-20T08:31:53Z,CI,pull_request,cancelled,flywheel-FLY-1911,other,3,0,false,false,1,0,0,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32349286219,1,2026-08-20T08:33:04Z,CI,pull_request,failure,flywheel-FLY-1911,chore_progress,61,0,false,false,8,486,10,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32367563962,1,2026-08-20T12:11:37Z,Payload Beta Release,schedule,failure,main,code,2,0,false,false,0,0,0,non_ci,not the CI workflow; classifier levers do not apply,
32379887084,1,2026-08-20T14:23:55Z,CI,pull_request,success,flywheel-FLY-1851,chore_progress,5,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32380082167,1,2026-08-20T14:25:51Z,CI,pull_request,success,flywheel-FLY-1850,chore_progress,5,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32380492576,1,2026-08-20T14:30:04Z,CI,pull_request,success,flywheel-FLY-1850,docs,6,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32380523649,1,2026-08-20T14:30:20Z,CI,pull_request,cancelled,flywheel-FLY-1911,other,18,0,false,false,8,493,6,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32380644132,1,2026-08-20T14:32:36Z,CI,pull_request,cancelled,flywheel-FLY-1911,chore_progress,33,0,false,false,8,511,8,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32381088948,1,2026-08-20T14:35:57Z,CI,pull_request,success,flywheel-FLY-1851,docs,5,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32381117933,1,2026-08-20T14:36:37Z,CI,pull_request,cancelled,flywheel-FLY-1911,chore_progress,18,0,false,false,8,482,7,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32381280043,1,2026-08-20T14:38:54Z,CI,pull_request,cancelled,flywheel-FLY-1911,chore_progress,18,0,false,false,8,216,7,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32381578668,1,2026-08-20T14:40:51Z,CI,pull_request,success,flywheel-FLY-1851,docs,5,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32381498458,1,2026-08-20T14:40:53Z,CI,pull_request,failure,flywheel-FLY-1911,chore_progress,61,0,false,false,8,486,8,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32381914141,1,2026-08-20T14:44:12Z,CI,pull_request,success,flywheel-FLY-1914,chore_progress,63,0,false,true,8,542,11,3_P1_upper,UPPER BOUND: branch already had a qualifying full-green attempt AND head commit is doc/progress labelled; incremental-diff inertness and unchanged base SHA / ci.yml are NOT verified here,32348266249#1
32382037980,1,2026-08-20T14:45:24Z,CI,pull_request,success,flywheel-FLY-1851,docs,6,0,true,false,1,0,0,1_already_fast,classify succeeded AND payload skipped in this attempt => real no_code fast path,
32383145558,1,2026-08-20T14:56:29Z,Ship on :cool: Comment,issue_comment,success,main,code,1,0,false,false,0,0,0,non_ci,not the CI workflow; classifier levers do not apply,
32383185844,1,2026-08-20T14:56:54Z,CI,push,cancelled,main,code,46,0,false,false,8,538,13,4_must_run_full,event=push is not a pull_request; P0/P1 are PR-scoped and research section 8 keeps main push CI full,
32383188764,1,2026-08-20T14:56:54Z,Ship on :cool: Comment,issue_comment,skipped,main,code,0,0,false,false,0,0,0,non_ci,not the CI workflow; classifier levers do not apply,
32383620758,1,2026-08-20T15:01:12Z,Ship on :cool: Comment,issue_comment,success,main,code,1,0,false,false,0,0,0,non_ci,not the CI workflow; classifier levers do not apply,
32383671679,1,2026-08-20T15:01:43Z,Ship on :cool: Comment,issue_comment,skipped,main,code,0,0,false,false,0,0,0,non_ci,not the CI workflow; classifier levers do not apply,
32383668115,1,2026-08-20T15:02:36Z,CI,push,success,main,code,58,0,false,false,8,439,7,4_must_run_full,event=push is not a pull_request; P0/P1 are PR-scoped and research section 8 keeps main push CI full,
32386498857,1,2026-08-20T15:30:07Z,CI,pull_request,success,docs/529-rule-into-identity,docs,64,0,false,true,8,546,12,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32389413005,1,2026-08-20T15:59:36Z,CI,pull_request,cancelled,flywheel-FLY-1911,other,3,0,false,false,1,0,0,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32389430103,1,2026-08-20T16:00:49Z,CI,pull_request,cancelled,flywheel-FLY-1911,chore_progress,18,0,false,false,8,227,7,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32389614699,1,2026-08-20T16:02:19Z,CI,pull_request,cancelled,flywheel-FLY-1911,docs,51,0,false,false,8,494,8,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32390291502,1,2026-08-20T16:09:34Z,CI,pull_request,cancelled,flywheel-FLY-1911,code,3,0,false,false,1,0,0,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
32390412310,1,2026-08-20T16:10:44Z,CI,pull_request,cancelled,flywheel-FLY-1911,chore_progress,51,0,false,false,8,542,9,4_must_run_full,not a P0 case; branch has no prior qualifying full-green baseline,
